<openmm.openmm.HarmonicBondForce; proxy of <Swig Object of type 'OpenMM::HarmonicBondForce *' at 0x2af9aae63a20> >
<openmm.openmm.HarmonicAngleForce; proxy of <Swig Object of type 'OpenMM::HarmonicAngleForce *' at 0x2af9aae63a50> >
<openmm.openmm.NonbondedForce; proxy of <Swig Object of type 'OpenMM::NonbondedForce *' at 0x2af9aae63f90> >
<openmm.openmm.CMMotionRemover; proxy of <Swig Object of type 'OpenMM::CMMotionRemover *' at 0x2af9aae63a20> >
<openmm.openmm.MonteCarloBarostat; proxy of <Swig Object of type 'OpenMM::MonteCarloBarostat *' at 0x2af9aae63a50> >
#"Progress (%)"	"Step"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"
19.7%	1970000	-32730.48346099694	293.23154532541463	30.238831539032017	0.9853386257367488
19.8%	1980000	-32474.684086161607	304.44991752118625	30.080181415138405	0.9905355390429837
19.9%	1990000	-32235.713658147433	301.1250273505857	30.315692482668585	0.9828404457390798
20.0%	2000000	-32439.964827159594	298.34684089746463	29.968134829516075	0.9942390102706302
20.1%	2010000	-31789.54463218985	317.95861239890934	30.060816415920723	0.9911736361483072
20.2%	2020000	-32397.147321230674	301.66256149175973	30.128055460305646	0.9889615594943076
20.3%	2030000	-32472.882754976803	296.02129133552006	29.866487468720543	0.9976227952403163
20.4%	2040000	-32177.359392763523	303.53988361909666	30.68670140990642	0.9709576899306667
20.5%	2050000	-32310.51267324941	291.5125160030667	30.506313612376914	0.9766990889540432
20.6%	2060000	-31528.880539807433	310.0781994554568	31.17269474145191	0.9558201162806209
20.7%	2070000	-32696.46807694662	296.74904391278363	29.97561324534293	0.993990964211014
20.8%	2080000	-32368.538592563884	301.5385731847504	30.523624648544384	0.97614516806659
20.9%	2090000	-32372.96512153832	297.1160157654988	30.777843599502752	0.9680824004523906
21.0%	2100000	-32463.620968258183	295.26666584057796	30.09357783650065	0.9900945934190574
21.1%	2110000	-32346.328170570487	293.45426123154544	30.327827718884308	0.9824471765250113
21.2%	2120000	-32709.23840920109	297.89786510053915	30.211683681024983	0.9862240392536772
21.3%	2130000	-32438.555375288648	302.46478276911296	29.946106222757226	0.9949703808207325
21.4%	2140000	-31788.6827975348	304.26182362447304	30.591519614668844	0.9739787067742697
21.5%	2150000	-32228.59362531727	297.9565528503041	29.822518279698745	0.9990936524243065
21.6%	2160000	-32578.999388580385	301.1330271663886	29.969341259672877	0.9941989867040572
21.7%	2170000	-31950.41713494662	303.7061972632939	30.527526656571762	0.9760203978444709
21.8%	2180000	-32635.490301233192	293.57861593345757	30.57811893275417	0.9744055472502927
21.9%	2190000	-32604.084389484895	292.91663116254057	30.541980300762535	0.9755585073116875
22.0%	2200000	-32310.532273556048	302.2423293220706	30.583918361175897	0.9742207770989251
22.1%	2210000	-32434.94321052538	290.7042099741447	30.319207272578797	0.982726508799668
