<openmm.openmm.HarmonicBondForce; proxy of <Swig Object of type 'OpenMM::HarmonicBondForce *' at 0x2b163d4c3a80> >
<openmm.openmm.HarmonicAngleForce; proxy of <Swig Object of type 'OpenMM::HarmonicAngleForce *' at 0x2b163d4c3e40> >
<openmm.openmm.NonbondedForce; proxy of <Swig Object of type 'OpenMM::NonbondedForce *' at 0x2b163d4c3ba0> >
<openmm.openmm.CMMotionRemover; proxy of <Swig Object of type 'OpenMM::CMMotionRemover *' at 0x2b163d4c3a80> >
<openmm.openmm.MonteCarloBarostat; proxy of <Swig Object of type 'OpenMM::MonteCarloBarostat *' at 0x2b163d4c3e40> >
#"Progress (%)"	"Step"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"
21.2%	2120000	-31970.574803665222	306.0331071518541	30.318740790423718	0.9827416289652066
21.3%	2130000	-31200.741980110237	313.4603357920412	30.66468236139747	0.9716548947548599
21.4%	2140000	-31569.541844077146	311.7794882924344	30.234157499703645	0.9854909538275349
21.5%	2150000	-31721.708858518337	299.09777668542995	30.587999858418367	0.9740907823482485
21.6%	2160000	-31299.852958554344	322.99781561260176	30.38733908939149	0.9805231259276912
21.7%	2170000	-31374.763803929032	312.89187327539423	30.62317100263125	0.972972025333194
21.8%	2180000	-31438.339030819887	310.1283233666734	31.06830809194018	0.9590315837084312
21.9%	2190000	-31419.646776086127	308.56105274691726	30.499565770595535	0.9769151776344479
22.0%	2200000	-31486.074562418216	320.22774155895655	30.507518585882526	0.976660511692447
22.1%	2210000	-31442.250215210195	312.00140232006066	30.515733476680435	0.976397592911343
22.2%	2220000	-31761.11606700177	306.68649479167607	30.401267467391488	0.9800738980542051
22.3%	2230000	-31206.567587482685	321.34368295447496	30.854263530010087	0.9656846511204061
22.4%	2240000	-31517.34294982854	303.46188954143764	31.04319312986699	0.9598074717348682
22.5%	2250000	-31666.45439437538	312.5739774954614	30.012598072253798	0.9927660591336928
22.6%	2260000	-31170.22076699877	311.66153468201344	31.16010254181775	0.9562063755267962
22.7%	2270000	-31524.947784256598	300.87585431789194	30.86939083167033	0.965211424968785
22.8%	2280000	-31737.52162835555	304.4602355242718	30.422355512335084	0.9793945344065798
22.9%	2290000	-31403.75573412882	307.6977383445094	31.235131808133865	0.9539094919009079
23.0%	2300000	-31570.66060203727	308.9399337834026	30.516758049921336	0.9763648112231788
23.1%	2310000	-31566.316373037116	306.84266235213425	30.26724828681168	0.9844135294432306
23.2%	2320000	-31226.63999077113	319.2296329039075	30.58346145224649	0.9742353317029867
23.3%	2330000	-31168.4083075886	310.61446081194964	31.076548580426294	0.9587772797691468
23.4%	2340000	-31328.846490939788	320.16896744032067	30.450732280619988	0.9784818452959785
23.5%	2350000	-31739.00053478818	305.83851356431677	30.506591774257622	0.9766901833228447
23.6%	2360000	-31286.651387680264	320.04782836155067	30.630142278405888	0.9727505814937251
23.7%	2370000	-31955.404181941354	307.4192947415961	30.27619020388081	0.9841227879700555
23.8%	2380000	-31339.58489191759	308.24954912611224	30.69443128345756	0.970713170652972
23.9%	2390000	-31133.922610979935	308.396407287054	30.767327829488558	0.9684132752015517
24.0%	2400000	-31376.34651696909	309.82220631564354	30.918331429260377	0.9636835927166858
24.1%	2410000	-31838.91263586277	297.1061737164116	30.60758100351523	0.9734676095158551
24.2%	2420000	-31499.038353388954	308.44963712072644	30.760611256383072	0.9686247280398911
24.3%	2430000	-32013.700296841038	302.5571095091144	31.069311561691364	0.9590006091185127
24.4%	2440000	-31363.277512985456	301.56670638785846	30.959616104809292	0.9623985197906381
24.5%	2450000	-31300.241187165433	307.24148857723304	30.468536612649267	0.9779100680596854
24.6%	2460000	-31379.233895862417	314.11948625907655	30.56957831335242	0.9746777795603597
24.7%	2470000	-31379.199403645413	314.779700228086	30.90528922795485	0.9640902724703792
24.8%	2480000	-31559.28212497657	314.78643687615244	30.160355462210042	0.9879024386794001
24.9%	2490000	-31612.1122703235	307.24227556646827	30.242363555016414	0.9852235477016007
25.0%	2500000	-31420.75508200965	306.99615069890353	30.93171360489713	0.9632666684149571
25.1%	2510000	-31399.552294428402	312.64680338090074	31.090265904412107	0.9583542580228143
25.2%	2520000	-31694.11468620872	306.9829272156254	30.295269737700583	0.983503001311001
25.3%	2530000	-31472.806058726448	307.24453932041376	30.574162032232298	0.974531654576288
25.4%	2540000	-32026.00229266932	301.2442874879354	30.303943293200334	0.9832215043525521
25.5%	2550000	-31684.847935142752	303.63473256172676	30.683971444080484	0.9710440764441193
25.6%	2560000	-31454.49686164403	310.9739718938639	30.34164564961037	0.9819997589002716
25.7%	2570000	-31504.64438474219	312.2321943765608	30.39528223046226	0.9802668876913312
25.8%	2580000	-31637.300143828557	312.893556045339	30.45075281810908	0.9784811853595774
25.9%	2590000	-31507.150750127563	315.00063865223393	30.92779960872656	0.9633885724009864
26.0%	2600000	-32024.73240439495	303.7979562527025	30.29249903923353	0.9835929572520592
26.1%	2610000	-31334.03583141073	311.46321761342426	30.559779626369906	0.9749903002194578
26.2%	2620000	-31757.298464018793	314.85814263636667	29.92995743989147	0.9955072195606471
26.3%	2630000	-31476.390952602436	314.42589858893797	30.61838621705046	0.973124073272113
26.4%	2640000	-31012.598870384914	317.3636744845484	30.990833899552708	0.9614290731616906
